roll_number,department,cgpa,backlogs,internships,technical_skills,technical_skills_count,communication_score,ssc_percentage,hsc_percentage,placement_status,package_offered
ECE20241615,ECE,7.88,0,0,"React, C++, Excel, Python",4,6,71.5,94.6,Placed,10.1
ECE20211616,ECE,7.36,0,0,"AWS, Android",2,7,78.3,79.7,Placed,13.4
MECH20221617,MECH,6.47,0,2,"Flask, Django, Java, Excel",4,5,78,79.6,Placed,11.8
IT20231618,IT,6.61,2,0,"Java, Android, Communication, Data Structures, AWS",5,5,65.8,79.7,Not Placed,
EEE20241619,EEE,7.86,1,0,Java,1,6,75.7,78.4,Placed,9
IT20211620,IT,6.18,1,1,"Android, Data Structures",2,7,78.1,59.2,Not Placed,
CIVIL20221621,CIVIL,6.05,3,0,"C++, Flask",2,4,76.7,87.4,Not Placed,
CIVIL20231622,CIVIL,4.9,2,2,C++,1,7,79.9,64.7,Not Placed,
CIVIL20241623,CIVIL,8.24,0,2,"React, SQL, Machine Learning, AWS",4,9,76.4,83.2,Placed,13.6
EEE20211624,EEE,7.45,0,3,C++,1,5,87.7,76.6,Not Placed,
EEE20221625,EEE,6.68,0,0,Android,1,4,80.2,73.8,Not Placed,
CSE20231626,CSE,7.35,1,1,"Django, C++",2,4,88.4,86.4,Placed,11.5
ECE20241627,ECE,6.83,0,1,"JavaScript, Django, Data Structures",3,4,82,83.3,Not Placed,
CIVIL20211628,CIVIL,4.8,0,2,"Data Structures, Flask, Python, JavaScript, Excel",5,7,64.1,68.1,Not Placed,
EEE20221629,EEE,7.37,1,3,"Django, Java",2,5,72.4,80.6,Placed,13.3
IT20231630,IT,7.33,3,1,"Flask, SQL, Communication",3,6,89.9,73.5,Not Placed,
ECE20241631,ECE,7.23,0,2,"Android, Flask, Excel",3,8,85,65.2,Placed,9.9
MECH20211632,MECH,8.92,0,1,"Android, React, SQL",3,4,96.5,77.4,Not Placed,
ECE20221633,ECE,7.87,1,0,"Java, Excel, C++",3,7,85.5,79.8,Placed,11.2
MECH20231634,MECH,6.38,3,0,Django,1,6,88.7,76.7,Not Placed,
IT20241635,IT,6.9,0,1,"React, Communication, Excel, Machine Learning, Django",5,5,68.9,78.6,Placed,12.6
CSE20211636,CSE,6.91,0,1,"Django, Python",2,5,82.3,70.1,Placed,10
EEE20221637,EEE,7.45,0,3,Python,1,7,64.9,71.9,Placed,9.9
MECH20231638,MECH,6.49,0,0,"C++, Flask, Android",3,4,92.9,70.6,Placed,9.8
CSE20241639,CSE,6.16,0,2,"C++, Machine Learning, Python, Android, Flask",5,5,72.5,65.9,Placed,11.2
ECE20211640,ECE,7.31,0,0,Python,1,8,70.4,74.2,Not Placed,
IT20221641,IT,6.58,1,1,"Machine Learning, Android, Django",3,6,91,81.3,Placed,11.8
MECH20231642,MECH,7.26,0,0,"Android, SQL",2,5,79,67.3,Placed,8
CSE20241643,CSE,8.28,0,2,"Android, SQL",2,9,75.7,79.4,Placed,13.3
ECE20211644,ECE,8.02,1,0,Android,1,8,85.3,72.8,Not Placed,
IT20221645,IT,6.82,0,2,"Communication, Data Structures, Python",3,5,76.9,78.7,Placed,12.5
CSE20231646,CSE,8.57,0,3,"AWS, Excel, Data Structures",3,9,92.2,77.3,Placed,14.7
IT20241647,IT,6.96,0,2,"Data Structures, AWS, Communication",3,8,86.1,65.2,Placed,11.9
ECE20211648,ECE,8.16,0,1,"Excel, Java, AWS",3,4,81.5,74,Placed,13.9
IT20221649,IT,9.21,1,1,"Java, Django",2,7,88.3,64.6,Placed,11.3
CSE20231650,CSE,8.48,0,0,"Communication, C++, Flask, JavaScript",4,4,77.1,87.7,Placed,11.5
MECH20241651,MECH,8.45,0,2,"AWS, Python, Django, SQL, Android",5,8,73.2,59,Placed,12.7
EEE20211652,EEE,6.74,2,1,"Excel, AWS",2,8,73,77.5,Placed,8
IT20221653,IT,7.08,0,0,Python,1,6,83.1,77.9,Not Placed,
CIVIL20231654,CIVIL,8.28,0,2,SQL,1,8,70.1,81.5,Not Placed,
IT20241655,IT,8.65,0,1,"Java, Excel, SQL, Python",4,6,71,79.7,Placed,11
ECE20211656,ECE,6.7,0,2,JavaScript,1,7,87.4,83.3,Placed,8.7
CSE20221657,CSE,5.78,0,1,"Django, Excel, React, Flask",4,5,77,65.7,Placed,8.8
EEE20231658,EEE,9.11,1,1,"Python, AWS",2,7,76.4,70.3,Placed,11.2
EEE20241659,EEE,5.66,0,2,"React, JavaScript, Android",3,5,83.9,88.2,Placed,11.6
CSE20211660,CSE,6.98,0,0,"Python, Excel, Communication, Machine Learning",4,5,80.2,83.2,Placed,10.2
IT20221661,IT,7.51,0,0,"React, SQL",2,6,76.8,64.6,Not Placed,
ECE20231662,ECE,6.96,0,1,"JavaScript, C++, Communication, Data Structures",4,6,82.7,84.2,Not Placed,
CIVIL20241663,CIVIL,7.69,3,0,AWS,1,4,74.7,88.4,Not Placed,
CSE20211664,CSE,5.99,0,2,Django,1,7,82.9,72.5,Not Placed,
EEE20221665,EEE,6.31,0,0,"Machine Learning, Flask, Excel, AWS",4,6,78,75,Not Placed,
CSE20231666,CSE,7.75,0,2,"SQL, Data Structures, JavaScript, C++",4,3,94.2,83.7,Placed,10.4
ECE20241667,ECE,6.76,0,2,"Machine Learning, C++, Excel",3,2,88.5,84.8,Placed,9.7
CIVIL20211668,CIVIL,8.2,2,1,Python,1,6,73.9,71.3,Not Placed,
CSE20221669,CSE,8.7,0,1,Django,1,8,77.9,70.2,Placed,10
CIVIL20231670,CIVIL,6.19,0,0,"Flask, AWS, Data Structures, Communication",4,4,82.1,86.4,Not Placed,
IT20241671,IT,6.8,3,2,"Flask, Data Structures, C++, Java",4,6,73.5,61.4,Not Placed,
CIVIL20211672,CIVIL,8.55,0,2,"Data Structures, SQL, React, Machine Learning, Flask",5,8,66.8,71.4,Placed,12.9
ECE20221673,ECE,5.73,0,0,"Communication, Java, React, Data Structures, JavaScript",5,6,68.8,82.5,Not Placed,
EEE20231674,EEE,7.17,0,0,"Communication, Excel",2,5,72.9,78.5,Not Placed,
CIVIL20241675,CIVIL,7.32,0,3,Java,1,4,72.8,58,Not Placed,
EEE20211676,EEE,7.36,1,2,"C++, Data Structures, Django",3,4,81.5,73.1,Placed,10.6
CSE20221677,CSE,6.65,0,0,Data Structures,1,6,71.6,76.6,Placed,9.4
CIVIL20231678,CIVIL,8.13,1,0,SQL,1,5,83.2,72.2,Not Placed,
CIVIL20241679,CIVIL,7.8,0,1,"Android, Java, Python, SQL",4,7,89,71.9,Not Placed,
ECE20211680,ECE,7.17,0,0,"Python, JavaScript",2,4,64.2,76.4,Placed,8
MECH20221681,MECH,5.56,3,0,"Data Structures, C++, SQL, AWS",4,6,74.8,82.2,Not Placed,
CSE20231682,CSE,6.57,0,1,Django,1,7,86.6,69.6,Placed,10.6
EEE20241683,EEE,7.64,1,1,"AWS, Python, Android, Flask, Django",5,7,74.6,81.3,Not Placed,
ECE20211684,ECE,8.21,2,0,"JavaScript, AWS, Data Structures, React",4,6,87,67.2,Placed,9.8
CSE20221685,CSE,6.58,0,0,"Data Structures, Flask, Java, AWS",4,7,86.2,83.2,Not Placed,
EEE20231686,EEE,6.39,0,0,"Java, Flask, Communication, Excel",4,8,82.6,75.5,Not Placed,
MECH20241687,MECH,6.93,0,0,"React, Django, Data Structures, Flask, C++",5,5,62.7,77.5,Placed,10.9
CIVIL20211688,CIVIL,7.65,2,2,C++,1,5,72,65.5,Not Placed,
IT20221689,IT,7.31,0,2,"SQL, React, Python, Django, Java",5,6,70.5,65.1,Not Placed,
CIVIL20231690,CIVIL,7.19,2,1,C++,1,6,70.6,64.2,Not Placed,
MECH20241691,MECH,6.34,2,2,"React, Excel, JavaScript, Java",4,7,73,66.7,Not Placed,
CIVIL20211692,CIVIL,7.25,2,3,"JavaScript, Machine Learning, Java, AWS, Communication",5,9,85.1,71.7,Placed,11.1
EEE20221693,EEE,7.72,1,0,SQL,1,5,79.4,68.6,Not Placed,
CIVIL20231694,CIVIL,8.97,0,2,"Java, React",2,5,86.5,75.3,Placed,14.2
MECH20241695,MECH,7.26,0,1,"Flask, SQL, AWS",3,6,69.8,69.8,Not Placed,
EEE20211696,EEE,8.08,0,1,"Android, React, JavaScript",3,6,78.5,91.7,Placed,10.9
CIVIL20221697,CIVIL,6.43,0,2,"JavaScript, Communication, React, SQL, Java",5,3,74.4,77.8,Placed,13
CIVIL20231698,CIVIL,8.13,0,0,"Python, Excel, Flask",3,8,84.6,82.4,Placed,11.1
MECH20241699,MECH,7.91,0,3,"Python, AWS, Communication",3,5,75.9,69.8,Placed,11.3
CSE20211700,CSE,8,1,2,"Java, JavaScript, SQL",3,5,81,77.5,Placed,11.1
CSE20221701,CSE,7.12,0,0,Java,1,6,79.7,60.8,Not Placed,
CIVIL20231702,CIVIL,6.57,2,1,SQL,1,8,80.8,84.5,Placed,9.5
IT20241703,IT,8.34,0,1,"AWS, Data Structures, Communication, JavaScript",4,6,77.2,87.7,Placed,14.1
IT20211704,IT,7.99,0,1,"Java, Android, Flask, JavaScript, Python",5,7,72.3,66.8,Placed,13.3
CSE20221705,CSE,9.31,1,0,React,1,7,72.6,80.5,Placed,10.5
EEE20231706,EEE,7.2,0,2,Data Structures,1,7,86.3,70.2,Placed,11.4
EEE20241707,EEE,8.24,0,1,"AWS, Flask, Python, Communication, Android",5,7,77.4,86.4,Placed,10.1
IT20211708,IT,8.19,0,1,"React, AWS, SQL",3,6,71,60.6,Placed,10
CIVIL20221709,CIVIL,7.99,0,0,"Java, Django, Excel, SQL, Android",5,8,90,58.8,Placed,10
CIVIL20231710,CIVIL,8.53,0,2,"Flask, Java, React, Android",4,7,72.9,78.8,Not Placed,
CSE20241711,CSE,9.6,0,3,"C++, JavaScript, Python",3,5,72.5,69,Placed,12.3
IT20211712,IT,8.83,1,1,"Django, Communication",2,7,85.4,76.7,Placed,9.5
ECE20221713,ECE,7.88,0,1,"Flask, Django, AWS, Machine Learning",4,9,70.3,73,Placed,11.5
IT20231714,IT,7.48,2,0,Django,1,6,78.5,78,Placed,8.5
ECE20241715,ECE,7.25,0,3,"Django, Excel, Data Structures",3,5,81.2,63.9,Placed,11
ECE20211716,ECE,6.93,0,1,"Communication, JavaScript, Machine Learning, Excel",4,4,79.7,77.4,Placed,12.7
MECH20221717,MECH,6.82,0,1,"SQL, Data Structures",2,9,74.2,92.2,Placed,11.2
CIVIL20231718,CIVIL,6.47,0,2,"JavaScript, Excel",2,4,68.5,65.1,Placed,11.7
ECE20241719,ECE,7.97,0,1,"AWS, Android",2,8,64.4,80,Not Placed,
EEE20211720,EEE,8.23,2,0,"Machine Learning, C++, AWS, Data Structures",4,5,71.1,68.5,Placed,12.2
MECH20221721,MECH,6.8,0,1,"JavaScript, Python, Excel, SQL",4,7,85.9,71.1,Placed,10.5
IT20231722,IT,7.33,0,3,"Flask, AWS, Java",3,9,82.2,99,Placed,11
IT20241723,IT,9.08,0,1,"Django, Android, Flask, AWS, Data Structures",5,8,68.3,77.1,Placed,11.8
CSE20211724,CSE,8.23,0,1,"Python, Django",2,7,70.6,72.6,Not Placed,
CSE20221725,CSE,7.7,0,2,"AWS, Communication, Excel",3,6,79.4,77.3,Placed,12.2
CSE20231726,CSE,6.8,2,0,"Excel, React, Python, Flask, AWS",5,6,84.1,88.5,Placed,10.3
CSE20241727,CSE,7.41,0,0,"SQL, Machine Learning, AWS, Communication",4,5,53.3,90.9,Not Placed,
CSE20211728,CSE,7.19,0,0,"AWS, Machine Learning",2,5,86.9,74.5,Placed,11.9
CIVIL20221729,CIVIL,7.07,0,0,"JavaScript, Android, Excel, Data Structures",4,10,91.9,69.5,Placed,12.9
EEE20231730,EEE,6.65,0,1,"Flask, C++",2,7,63.6,82.1,Not Placed,
CIVIL20241731,CIVIL,7.42,0,0,AWS,1,9,81.4,66.8,Placed,11.1
EEE20211732,EEE,6.68,0,0,"Django, Android, SQL, Java",4,9,82.7,68,Placed,9
CIVIL20221733,CIVIL,7.6,0,2,"Flask, Communication, Data Structures, Python, Excel",5,4,79.2,83.9,Placed,12.7
CIVIL20231734,CIVIL,6.56,0,1,C++,1,5,75.9,82.6,Placed,9.5
MECH20241735,MECH,7.17,0,2,Communication,1,6,85.9,72.5,Placed,12.9
CSE20211736,CSE,7.6,3,0,"Java, Communication, JavaScript, AWS",4,4,79.3,72.1,Not Placed,
IT20221737,IT,7.09,0,1,"Java, Flask, C++, React",4,6,72.8,73.6,Not Placed,
EEE20231738,EEE,5.7,0,0,"Python, SQL, C++, Data Structures",4,6,55.2,58,Not Placed,
MECH20241739,MECH,5.83,0,3,"React, Machine Learning",2,7,79.1,65.2,Placed,13.6
CSE20211740,CSE,6.74,0,1,"C++, Machine Learning",2,4,85.9,77.7,Placed,10.7
IT20221741,IT,6.76,0,2,"Java, Data Structures",2,6,59.4,73,Placed,11
ECE20231742,ECE,6.29,0,0,"Python, React, Android",3,8,72.1,64.4,Placed,10.9
ECE20241743,ECE,8.39,3,0,AWS,1,6,83.3,66.8,Not Placed,
MECH20211744,MECH,7.73,0,0,"React, Java",2,6,76,73.1,Not Placed,
EEE20221745,EEE,8.19,0,1,"C++, Python",2,8,70.9,76,Placed,14.6
MECH20231746,MECH,6.6,0,0,"Django, JavaScript, Data Structures, React, Communication",5,6,84.9,66.4,Not Placed,
IT20241747,IT,7.2,0,1,Android,1,7,82.7,79.6,Placed,11.6
MECH20211748,MECH,7.12,1,2,"Flask, Java, C++, Excel, Android",5,6,78.4,83.2,Not Placed,
CIVIL20221749,CIVIL,7.87,0,2,Machine Learning,1,4,70.8,70.4,Placed,10.7
IT20231750,IT,7.38,1,1,"AWS, Communication, Flask",3,3,71.1,91.5,Placed,12.4
CSE20241751,CSE,7.4,0,1,"Flask, Machine Learning, Java, Android, Data Structures",5,9,67.4,68.6,Placed,9.8
CIVIL20211752,CIVIL,8.06,0,3,Excel,1,8,70.6,84.6,Placed,12.2
IT20221753,IT,6.95,1,1,"React, JavaScript, Excel",3,6,73.9,74.9,Placed,9.5
MECH20231754,MECH,7.3,3,2,"Flask, Java, Communication",3,7,74.6,85.6,Not Placed,
CSE20241755,CSE,7.38,0,3,"SQL, Python",2,6,77.4,83.9,Placed,11.2
CSE20211756,CSE,7.19,0,0,"Android, Data Structures, SQL",3,5,79.5,76.3,Not Placed,
CSE20221757,CSE,7.28,0,0,"React, SQL, AWS, Data Structures",4,7,83.1,90.2,Placed,15.1
MECH20231758,MECH,7.85,0,2,"Data Structures, Machine Learning",2,5,88.2,94,Not Placed,
CIVIL20241759,CIVIL,7.51,0,0,"Django, Flask, C++, JavaScript, Android",5,8,72.9,80.4,Placed,13.1
IT20211760,IT,8.35,0,0,"React, SQL, Django, JavaScript, Android",5,5,87.2,68.8,Not Placed,
IT20221761,IT,8.41,0,3,"Django, Python, Data Structures, Excel, Communication",5,7,75.8,71.5,Placed,13.9
CIVIL20231762,CIVIL,8.33,0,0,"JavaScript, Machine Learning, Flask, Excel, SQL",5,5,80.1,70.4,Placed,11.7
ECE20241763,ECE,6.94,0,0,"Flask, Communication, Android, C++, Machine Learning",5,4,75.3,70.5,Placed,10.7
MECH20211764,MECH,7.78,0,1,Flask,1,5,86.8,73.8,Not Placed,
ECE20221765,ECE,9.11,0,0,Python,1,7,82.5,75.9,Placed,11
IT20231766,IT,7.29,3,0,"AWS, Excel, Java, Communication",4,7,75.3,94.9,Placed,12.4
CSE20241767,CSE,8.7,0,0,"Flask, Communication, Java, C++",4,10,80.8,75.1,Placed,13.7
IT20211768,IT,7.16,0,0,Android,1,4,81.5,66.8,Not Placed,
IT20221769,IT,8.17,3,0,"Python, React, C++, Excel",4,9,79.7,77.3,Placed,13.5
ECE20231770,ECE,8.68,0,3,"JavaScript, C++, Django, AWS",4,4,74.8,85.3,Placed,12.8
IT20241771,IT,7.3,0,1,Flask,1,5,79,64.6,Placed,11.7
MECH20211772,MECH,7.77,0,1,"SQL, Machine Learning, Django, Java, Communication",5,7,80.9,68.2,Placed,12.6
EEE20221773,EEE,6.72,1,1,"Android, AWS",2,5,81.2,89,Placed,11
ECE20231774,ECE,7.25,0,2,AWS,1,6,74.9,75.4,Not Placed,
IT20241775,IT,8.14,1,1,Flask,1,2,81.5,73.7,Placed,11.7
IT20211776,IT,7.11,0,1,"JavaScript, Communication, Flask, SQL, Java",5,7,77.5,78.6,Not Placed,
CSE20221777,CSE,4.88,0,2,"AWS, Django, C++",3,5,80.5,90.4,Not Placed,
IT20231778,IT,6.39,0,0,"JavaScript, C++, Data Structures, Machine Learning, React",5,5,72.4,79.6,Placed,10.8
ECE20241779,ECE,5.51,0,1,"Flask, SQL, Data Structures, React",4,6,74.8,71.7,Placed,12.4
ECE20211780,ECE,8.37,2,1,"Communication, AWS, JavaScript, Python, C++",5,5,91,84.4,Placed,14.7
MECH20221781,MECH,6.82,0,1,"Flask, Data Structures",2,6,89.8,71.4,Placed,12.2
ECE20231782,ECE,7.52,0,1,"Java, Flask, C++, Machine Learning, Communication",5,8,71.8,83.4,Not Placed,
IT20241783,IT,7,0,0,"Machine Learning, Android, C++, Python, Communication",5,5,80.8,66.8,Not Placed,
ECE20211784,ECE,6.27,0,2,"Django, Flask, Data Structures, Java",4,7,93.4,83.8,Placed,13
EEE20221785,EEE,7.05,0,2,"Python, Flask, Data Structures, JavaScript, SQL",5,7,76.9,82.9,Placed,11.1
EEE20231786,EEE,7.25,0,0,Excel,1,4,79.8,78.8,Placed,9.8
MECH20241787,MECH,7.67,0,1,"React, Python, JavaScript",3,8,63.2,73.2,Placed,10.8
ECE20211788,ECE,6.9,0,1,"Python, Django, JavaScript",3,4,75.2,79.3,Not Placed,
EEE20221789,EEE,7.43,0,1,"Django, Flask, Excel, Data Structures",4,9,78.6,71.5,Placed,8.8
EEE20231790,EEE,6.69,0,3,"SQL, Django, Python, AWS",4,7,71.6,58.8,Placed,12.3
ECE20241791,ECE,6.09,0,1,"JavaScript, Python, Django, React",4,5,71.1,88.8,Placed,12.4
MECH20211792,MECH,7.74,0,0,React,1,7,83.5,69.1,Placed,10
IT20221793,IT,7.43,2,0,"Android, Data Structures, C++",3,7,56.9,75.1,Not Placed,
ECE20231794,ECE,6.19,0,2,"C++, JavaScript, Java, SQL",4,6,75.9,75.3,Not Placed,
CIVIL20241795,CIVIL,9.84,1,0,"Python, Django, Communication, Excel, Android",5,4,75.1,77.6,Placed,12.2
ECE20211796,ECE,6.86,0,2,"SQL, Machine Learning, Data Structures, Python",4,6,83.3,58.7,Not Placed,
EEE20221797,EEE,7.3,0,0,Python,1,5,68.2,64.2,Not Placed,
CIVIL20231798,CIVIL,8.63,1,1,"Flask, C++, Excel",3,4,65.3,77,Placed,14
IT20241799,IT,8.23,0,3,Excel,1,8,57.5,73.6,Placed,10.5
MECH20211800,MECH,5.78,0,0,AWS,1,5,87.1,61.5,Placed,9.2
IT20221801,IT,8.45,0,1,"React, Django, Machine Learning",3,6,92.1,97.5,Placed,11.3
MECH20231802,MECH,7.24,0,1,"Excel, SQL",2,2,73.2,84.7,Not Placed,
IT20241803,IT,6.31,0,1,"Python, C++, Data Structures, Java",4,6,85.6,86.3,Placed,10.5
EEE20211804,EEE,6.87,1,0,"Excel, Communication, Data Structures",3,5,81.4,89.4,Placed,10.1
CIVIL20221805,CIVIL,5.39,0,2,"AWS, Flask",2,9,83.5,75.9,Placed,10.5
ECE20231806,ECE,8.52,0,1,"AWS, Python, Flask, Machine Learning",4,9,75.1,63.2,Placed,11.2
IT20241807,IT,7.36,0,1,"Android, AWS, Flask, Data Structures",4,6,70.4,75.8,Placed,12
CIVIL20211808,CIVIL,6.47,0,0,"Python, AWS, Communication, Java",4,6,88.5,79.2,Not Placed,
CSE20221809,CSE,7.63,0,1,"Machine Learning, JavaScript",2,4,92.6,63.7,Placed,8.2
IT20231810,IT,6.98,0,1,"React, Python",2,6,89.7,87.7,Placed,11.9
CSE20241811,CSE,7.07,1,0,"Machine Learning, AWS, JavaScript, Django",4,5,70.8,65.5,Placed,12.7
ECE20211812,ECE,7.3,0,1,"Data Structures, Machine Learning, React, Python, Flask",5,5,71.7,85.5,Placed,9.7
IT20221813,IT,6.26,0,0,Machine Learning,1,7,65.1,71.8,Placed,11.7
ECE20231814,ECE,8.01,0,0,"Data Structures, Machine Learning, Java",3,8,80.1,87.3,Placed,9.5
IT20241815,IT,7.15,0,1,"Data Structures, React, Flask, Python, Django",5,4,71.6,65.4,Placed,12.5
ECE20211816,ECE,7.19,0,0,"Android, Django, Data Structures",3,5,78.2,65,Placed,11.2
CIVIL20221817,CIVIL,6.87,1,1,"Flask, Communication",2,3,70.1,72.9,Not Placed,
ECE20231818,ECE,6.58,0,0,SQL,1,6,86.5,74.4,Placed,13.6
CSE20241819,CSE,8.83,0,1,"AWS, React, Communication",3,6,78.6,64.4,Placed,9.2
MECH20211820,MECH,6.57,1,0,"Communication, Android, C++",3,9,85.9,76,Placed,12.2
MECH20221821,MECH,9.14,0,1,"Python, C++, Communication",3,1,79.3,69.6,Placed,11.9
CIVIL20231822,CIVIL,6.55,3,1,C++,1,6,57.9,62.8,Placed,7.6
CSE20241823,CSE,6.24,2,0,"AWS, Java, Android, React, Python",5,7,69.1,69,Not Placed,
EEE20211824,EEE,7.18,0,0,"JavaScript, Python, Android",3,6,76.3,71.5,Not Placed,
CSE20221825,CSE,5.6,0,1,"Data Structures, Android",2,5,81.4,72.7,Not Placed,
ECE20231826,ECE,6.76,1,0,"Python, JavaScript, AWS, React, Java",5,5,76.1,78.6,Not Placed,
CSE20241827,CSE,7.43,0,0,"React, SQL, JavaScript",3,4,73.8,77,Placed,8.7
MECH20211828,MECH,7.69,0,0,SQL,1,6,85.9,76.3,Placed,8.5
CIVIL20221829,CIVIL,7.1,0,1,"Communication, JavaScript, Django, Data Structures",4,7,79.2,81.1,Placed,10.6
EEE20231830,EEE,8.16,0,0,"SQL, Python, Java, AWS",4,6,91.9,79.7,Placed,10.7
IT20241831,IT,6.18,0,3,"React, AWS, Data Structures, Flask",4,7,74.5,71.1,Not Placed,
CSE20211832,CSE,7.42,0,3,"Java, Python",2,6,78.6,62.1,Placed,9
CIVIL20221833,CIVIL,7.02,0,2,"JavaScript, React",2,4,70.7,71.1,Placed,9.2
IT20231834,IT,5.96,0,0,"SQL, Excel, Django",3,5,80.3,66.2,Not Placed,
CIVIL20241835,CIVIL,6.47,0,1,"Machine Learning, Django, SQL, Python, React",5,7,82.1,77,Not Placed,
EEE20211836,EEE,7.09,0,2,"Django, Data Structures, React, Machine Learning",4,7,77.9,83.7,Placed,10.7
ECE20221837,ECE,7.81,0,2,"JavaScript, Java, Django",3,8,79.4,69,Placed,12.9
ECE20231838,ECE,7.5,0,0,"Python, Java, Android, React, Flask",5,8,67.1,68.1,Placed,6.9
MECH20241839,MECH,8.73,0,1,JavaScript,1,4,78.1,68.5,Not Placed,
MECH20211840,MECH,8.01,0,1,"Communication, Machine Learning, SQL, Java, AWS",5,7,82.3,76.6,Placed,11.7
MECH20221841,MECH,6.37,0,1,Excel,1,8,81.2,65.2,Placed,10
MECH20231842,MECH,7.19,0,1,"Machine Learning, AWS, Python, C++",4,7,76.3,79,Placed,8.5
CIVIL20241843,CIVIL,6.78,0,0,"Python, SQL, React, JavaScript",4,4,74.3,76.2,Placed,8.7
IT20211844,IT,5.98,0,1,"Java, Android, Python",3,4,72.4,71.9,Placed,10.4
EEE20221845,EEE,5.53,3,1,"Python, JavaScript, Android",3,3,77.3,93.3,Not Placed,
CIVIL20231846,CIVIL,6.57,1,1,"Android, React",2,8,75,80.5,Not Placed,
EEE20241847,EEE,9.09,2,2,"Android, Flask, AWS, Machine Learning, C++",5,5,75.5,63.4,Placed,9.6
MECH20211848,MECH,8.57,0,0,"Flask, C++, Excel",3,7,72.9,75.3,Not Placed,
CSE20221849,CSE,7.2,0,1,"Data Structures, Excel, Communication, Flask, Django",5,5,72.5,74.8,Not Placed,
CSE20231850,CSE,7.67,0,0,"Django, Machine Learning, JavaScript",3,1,77.6,67.3,Placed,13.8
IT20241851,IT,8.52,0,0,"JavaScript, Android, Excel, SQL, Java",5,8,79.5,86,Placed,13.3
EEE20211852,EEE,6.76,1,1,"Communication, React, Excel, Python, Flask",5,6,92.3,90.7,Placed,10.5
CIVIL20221853,CIVIL,6.53,0,1,"Python, Django",2,6,85.1,82.8,Not Placed,
CSE20231854,CSE,5.28,0,1,"Flask, React, JavaScript",3,4,81.6,78,Placed,10.5
CSE20241855,CSE,6.12,0,1,"Excel, React",2,9,78.7,70.1,Placed,11.8
CIVIL20211856,CIVIL,8.2,2,1,"Django, C++, JavaScript",3,5,96.7,65.8,Not Placed,
MECH20221857,MECH,5.22,3,0,"Django, AWS, Java",3,5,80.5,73.7,Not Placed,
EEE20231858,EEE,7.71,0,2,"Communication, Python, Django",3,7,74.7,69.4,Placed,12.1
ECE20241859,ECE,6.69,0,3,"Django, Machine Learning, Android, SQL",4,4,84.3,62,Placed,13.7
CIVIL20211860,CIVIL,7.76,1,0,Flask,1,5,80.6,76,Not Placed,
IT20221861,IT,6.61,0,2,"Communication, Django, JavaScript",3,5,75.7,66.6,Not Placed,
MECH20231862,MECH,7.08,0,0,"Django, SQL, Python, Communication, Flask",5,6,72.8,74.7,Placed,11.3
CIVIL20241863,CIVIL,6.76,0,3,"Data Structures, Python, C++",3,7,70.7,76.5,Not Placed,
CSE20211864,CSE,6.77,1,0,"React, Excel, Java, C++",4,7,70.8,68.8,Placed,12.3
CSE20221865,CSE,6.12,0,2,"Excel, AWS, C++",3,4,67.6,81.2,Not Placed,
CSE20231866,CSE,6.97,0,2,"Communication, Java",2,3,89.5,76.7,Placed,9.8
EEE20241867,EEE,8.34,1,0,"C++, Machine Learning, Communication, Data Structures, React",5,5,71.3,89.1,Placed,12.5
MECH20211868,MECH,6.77,0,0,"Java, Excel, Machine Learning",3,5,90.4,71.6,Placed,11.4
EEE20221869,EEE,6.94,0,2,"Machine Learning, Android, Data Structures",3,8,89.5,70.7,Placed,10.5
MECH20231870,MECH,7.39,0,1,SQL,1,8,86.2,77.4,Not Placed,
IT20241871,IT,5.39,0,1,React,1,6,67.6,70.7,Placed,9.6
MECH20211872,MECH,8.59,0,0,"Excel, React, Flask, Machine Learning",4,4,99,64.9,Placed,11.1
IT20221873,IT,8.43,3,1,AWS,1,3,80.4,80.5,Placed,10.7
CIVIL20231874,CIVIL,7.31,1,1,"AWS, Python",2,7,86.5,79.3,Placed,8.1
EEE20241875,EEE,7.21,2,1,"Flask, Data Structures",2,4,77.9,86.3,Not Placed,
ECE20211876,ECE,8.13,1,0,"JavaScript, Excel, Flask, C++",4,5,97.2,74.8,Placed,11.5
MECH20221877,MECH,7.47,1,0,"Django, SQL, Flask, Java",4,5,76.9,86.4,Not Placed,
CIVIL20231878,CIVIL,6,0,1,"Android, Communication, Excel, JavaScript, C++",5,4,76.6,76.3,Placed,9.4
CSE20241879,CSE,7.31,0,0,"Django, Python, Java, Flask",4,6,64.4,76.7,Placed,10.1
IT20211880,IT,6.02,3,2,"Python, Django",2,6,87.5,62.1,Placed,10.4
EEE20221881,EEE,7.37,0,2,"Machine Learning, JavaScript",2,4,83.9,74.4,Placed,10.7
MECH20231882,MECH,6.7,1,0,"JavaScript, C++",2,6,75,90.8,Not Placed,
MECH20241883,MECH,8.06,1,2,"Java, React, Flask, Data Structures",4,4,95.4,78.6,Placed,11.7
MECH20211884,MECH,6.1,1,3,"Machine Learning, C++, SQL, Django, Android",5,8,62.5,85.5,Placed,12
EEE20221885,EEE,7.05,2,2,"Java, Machine Learning, Django, Excel, AWS",5,4,78.6,80.4,Placed,11.7
CSE20231886,CSE,6.55,0,1,"C++, Python, Communication",3,8,75.2,65.1,Not Placed,
